"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SAMD8",0.557539457882693,-0.276542118416847,0.099,0.1,1
"SYMPK",0.557546650093238,-0.316765518689603,0.164,0.172,1
"PHKA2",0.55760309661605,-0.428760822179994,0.084,0.082,1
"TRMT10C",0.557888415044716,-0.326347352811302,0.197,0.217,1
"CTSL2",0.558256157734802,-0.328808247887363,0.015,0.011,1
"EOGT",0.559193624529024,-0.296069337319764,0.062,0.067,1
"SIGLEC10",0.559627561907273,-1.16120721609914,0.021,0.02,1
"HERC2P7",0.559690987970032,-1.12948625945909,0.013,0.012,1
"PECAM1",0.559697440139745,-1.28529801129121,0.023,0.025,1
"LSM11",0.559958805331526,-0.375405427210543,0.013,0.014,1
"SETD2",0.560432269831722,-0.281143679345593,0.194,0.212,1
"KIAA0753",0.560800599263615,-0.286820845327024,0.06,0.057,1
"TRPV4",0.560871140099816,-0.613048697065017,0.037,0.046,1
"RPS10-NUDT3",0.561303996533691,-0.766187793205562,0.014,0.016,1
"ZNF682",0.561560392510565,-0.389133040596476,0.058,0.058,1
"PPIEL",0.561566020585557,-1.25126763645229,0.02,0.02,1
"BST1",0.561619555146551,-0.628228982420437,0.014,0.017,1
"SMARCA1",0.561653623109579,-0.332557253932559,0.105,0.109,1
"AC016825.1",0.562835153853283,-0.30019333693734,0.007,0.011,1
