"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"LZTR1",9.16463204604541e-06,0.374945559325514,0.384,0.285,0.345121713589978,"LZTR1"
"NRXN2",9.20004818874597e-06,0.354190727573606,0.051,0.016,0.346455414691796,"NRXN2"
"FAM9B",9.20206143363106e-06,3.62369742627549,0.032,0.006,0.346531229467678,"FAM9B"
"FAM86B3P",9.27440412783273e-06,-0.617196238422923,0.367,0.235,0.349255510645925,"FAM86B3P"
"AURKAPS1",9.27979380743112e-06,1.43577973041469,0.07,0.027,0.349458475200241,"AURKAPS1"
"AKIRIN2",9.31204675609487e-06,0.439746010846517,0.434,0.339,0.35067305674102,"AKIRIN2"
"GAS6",9.35267536280109e-06,0.751421261336679,0.117,0.06,0.352203048812363,"GAS6"
"DEK",9.45016069219129e-06,0.343258996316322,0.742,0.682,0.35587415134654,"DEK"
"PYCARD",9.45486260421264e-06,0.400975830154681,0.37,0.283,0.35605121594944,"PYCARD"
"DPY19L2",9.48201258784956e-06,1.15561031263862,0.142,0.08,0.357073630033239,"DPY19L2"
"MAPRE2",9.51038470911774e-06,0.305871113033291,0.646,0.547,0.358142067375956,"MAPRE2"
"FAM19A5",9.63592901499854e-06,1.40843263753599,0.074,0.03,0.362869814846815,"FAM19A5"
"RRBP1",9.65379316395135e-06,-0.461089026214829,0.559,0.646,0.36354254296808,"RRBP1"
"TMEM101",9.73779061441763e-06,-0.569808589152063,0.519,0.551,0.366705718957739,"TMEM101"
"TMEM59L",9.74998152985081e-06,1.63017011302331,0.029,0.004,0.367164804451122,"TMEM59L"
"HERC2P2",9.76178350294359e-06,-1.02621501315973,0.551,0.562,0.36760924315385,"HERC2P2"
"VCAN",9.76532235230894e-06,1.3800143736572,0.132,0.072,0.36774250914325,"VCAN"
"CBX4",9.79966286922809e-06,-1.07058470209945,0.187,0.26,0.369035704329391,"CBX4"
"SNORA70G",9.85349419304607e-06,0.418197020641612,0.059,0.02,0.371062884321729,"SNORA70G"
"PFDN6",9.87924729013721e-06,0.679257914202424,0.294,0.202,0.372032694451987,"PFDN6"
"STAT5B",9.93353712403169e-06,-0.938167327519606,0.233,0.311,0.374077141016785,"STAT5B"
"VRK1",9.95338017991086e-06,0.508940601314203,0.319,0.234,0.374824390815083,"VRK1"
"LOC400084",9.97847858168587e-06,0.525339516548373,0.069,0.026,0.375769546429126,"LOC400084"
"CDK5RAP3",9.98057740918738e-06,-0.410732901335452,0.701,0.724,0.375848584075178,"CDK5RAP3"
"HIST1H3F",1.00411791613283e-05,1.28006245705968,0.029,0.004,0.378130724857301,"HIST1H3F"
"ZNF605",1.00825017060944e-05,0.33547461470476,0.268,0.177,0.379686849248103,"ZNF605"
"INTS5",1.00906708886876e-05,0.398417850566344,0.254,0.17,0.379994484326197,"INTS5"
"HIST1H4F",1.01366551598442e-05,0.738378974116655,0.047,0.014,0.381726160009414,"HIST1H4F"
"PPIP5K1",1.0179797320332e-05,-1.09362261122541,0.244,0.309,0.383350807489061,"PPIP5K1"
"LINC00466",1.02326954170548e-05,-0.313944275589757,0.286,0.184,0.385342844015451,"LINC00466"
"C5AR1",1.0265656488196e-05,-0.266778392032656,0.201,0.117,0.386584092032485,"C5AR1"
"WTH3DI",1.02913598902978e-05,-0.286924867434866,0.059,0.02,0.387552030748834,"WTH3DI"
"MRPS33",1.03374449135326e-05,-0.494976496835481,0.552,0.63,0.389287500553813,"MRPS33"
"GPATCH3",1.04483339199809e-05,0.446868033733305,0.282,0.191,0.393463358758642,"GPATCH3"
"STK11",1.04663607145743e-05,0.442239718665837,0.115,0.057,0.39414221178944,"STK11"
"STAU1",1.05412843728289e-05,0.417580531403984,0.756,0.684,0.39696368691199,"STAU1"
"MRPS22",1.05450045276963e-05,0.527570610431813,0.466,0.373,0.397103780503988,"MRPS22"
"SIRT1",1.05536389245964e-05,0.315627588253047,0.141,0.078,0.397428934622452,"SIRT1"
"LOC100287834",1.05935547233544e-05,0.951150802302903,0.032,0.006,0.398932083772079,"LOC100287834"
"MTHFD2L",1.06376761961409e-05,0.812040095681898,0.137,0.074,0.400593610194272,"MTHFD2L"
"TMEM208",1.07286757950575e-05,-0.512074347294717,0.532,0.596,0.404020473090277,"TMEM208"
"ALG14",1.07609890370249e-05,-0.870859881840659,0.259,0.332,0.405237325156284,"ALG14"
"TMCO1",1.07623039812281e-05,0.302665414657295,0.815,0.754,0.405286843325086,"TMCO1"
"ID4",1.07802613845128e-05,-1.04583323485608,0.061,0.12,0.405963083217982,"ID4"
"TRPM8",1.08110660806177e-05,-2.4918950783085,0.348,0.217,0.407123126463902,"TRPM8"
"CCDC71L",1.09142656064405e-05,-0.913561517172794,0.099,0.165,0.411009414207338,"CCDC71L"
"ADCK5",1.09585445465172e-05,0.325931600784742,0.219,0.139,0.412676870532744,"ADCK5"
"EWSR1",1.10081487087693e-05,0.277123761224137,0.873,0.836,0.414544864074836,"EWSR1"
"UVRAG",1.1009411157303e-05,0.772330358226731,0.392,0.311,0.414592405361716,"UVRAG"
"TRMT61B",1.10636352089484e-05,0.440744866210897,0.388,0.287,0.416634374698577,"TRMT61B"
"SDHAF2",1.10968837477568e-05,0.378269830898047,0.651,0.563,0.417886448173026,"SDHAF2"
"NRXN3",1.11144593652684e-05,-3.33466903971166,0.579,0.515,0.418548310777278,"NRXN3"
"FAM211B",1.11466128782545e-05,1.00582916846353,0.079,0.033,0.419759147769308,"FAM211B"
"HRH1",1.11538086287668e-05,-2.04193063852481,0.267,0.164,0.420030125342099,"HRH1"
"CDK2AP2",1.11784916772591e-05,0.611083033296469,0.597,0.518,0.420959639582223,"CDK2AP2"
"PALM2-AKAP2",1.12139326002662e-05,1.32721768663481,0.047,0.014,0.422294273860824,"PALM2-AKAP2"
"RRAGB",1.12356912620116e-05,0.438290118128538,0.307,0.212,0.423113661544834,"RRAGB"
"SLITRK2",1.12447830829802e-05,-0.834983111321648,0.072,0.136,0.423456041338868,"SLITRK2"
"JMJD4",1.13133599289034e-05,0.338985086017899,0.364,0.254,0.426038508202646,"JMJD4"
"DGCR11",1.13943188575876e-05,-0.271760653763287,0.193,0.115,0.429087259539033,"DGCR11"
"EIF1B",1.14126066614485e-05,0.288561916278321,0.793,0.68,0.429775941656826,"EIF1B"
"UPK1A-AS1",1.14937585105473e-05,1.60117083226175,0.08,0.034,0.432831957990191,"UPK1A-AS1"
"PTPRCAP",1.15655300731939e-05,0.829415530843843,0.107,0.053,0.435534731496337,"PTPRCAP"
"ANGPT1",1.16280773106959e-05,1.29261463995954,0.152,0.088,0.437890135366187,"ANGPT1"
"RAB27A",1.16831824646805e-05,-0.421467620032735,0.909,0.878,0.439965285254939,"RAB27A"
"C2orf48",1.17054134317513e-05,1.71055893951441,0.037,0.009,0.44080245901289,"C2orf48"
"TTC5",1.17192049500999e-05,0.360793997674564,0.258,0.17,0.441321820010862,"TTC5"
"SNRPG",1.18574328538127e-05,0.685203596750752,0.778,0.755,0.446527206408879,"SNRPG"
"UBA1",1.19437298408852e-05,0.291693191041677,0.832,0.752,0.449776978348055,"UBA1"
"LOC100506795",1.1963606653745e-05,1.24065962504977,0.042,0.011,0.45052549936673,"LOC100506795"
"NDUFS5",1.19831446721185e-05,0.346616922577507,0.887,0.858,0.451261262062637,"NDUFS5"
"SLC2A9",1.19983746684597e-05,0.616725497568719,0.082,0.036,0.451834793264857,"SLC2A9"
"LINC00471",1.20104928303244e-05,-0.286312474316524,0.388,0.255,0.452291139004355,"LINC00471"
"ANGPT2",1.20435390965964e-05,0.387152164287315,0.576,0.383,0.453535595299626,"ANGPT2"
"SLC23A2",1.20641474525715e-05,-0.318858789091408,0.423,0.524,0.454311664768938,"SLC23A2"
"RTEL1-TNFRSF6B",1.20645252194007e-05,-0.300423883563438,0.152,0.084,0.454325890712192,"RTEL1-TNFRSF6B"
"CSMD2",1.21248741080055e-05,1.62423955649288,0.037,0.009,0.456598509159273,"CSMD2"
"PELI1",1.22329117705527e-05,-0.803101947091843,0.288,0.354,0.460666991455475,"PELI1"
"HIST1H1E",1.22648900539963e-05,0.479066660319134,0.268,0.185,0.461871229653392,"HIST1H1E"
"CEP76",1.22844523958777e-05,0.546348678479497,0.175,0.104,0.462607908323961,"CEP76"
"CRNKL1",1.23129171669999e-05,0.587788752722448,0.421,0.318,0.463679834674884,"CRNKL1"
"KRT83",1.24132379314254e-05,1.29298272050148,0.026,0.003,0.467457714021619,"KRT83"
"PAK6",1.24631145778809e-05,2.61170375022561,0.037,0.009,0.469335968773838,"PAK6"
"TMEM150C",1.24688358642893e-05,1.98884040167274,0.05,0.016,0.469551420977408,"TMEM150C"
"LOC100133161",1.27025049843772e-05,-0.363410228089823,0.165,0.091,0.478350932701677,"LOC100133161"
"TEX19",1.27461740195443e-05,5.3325460896763,0.03,0.005,0.479995421227998,"TEX19"
"MAP3K14",1.28181061069262e-05,-1.34204393186769,0.162,0.228,0.482704239774627,"MAP3K14"
"ZEB2",1.28428792865984e-05,0.557173165960123,0.726,0.689,0.483637148174723,"ZEB2"
"KLHL7-AS1",1.28608529341172e-05,-0.810148931366308,0.44,0.29,0.484313999792987,"KLHL7-AS1"
"PITPNM2",1.29321787811485e-05,0.940312119759612,0.096,0.045,0.48699998854049,"PITPNM2"
"XRN1",1.29329924442805e-05,-0.94856776255684,0.425,0.465,0.487030629466716,"XRN1"
"ZNF408",1.29460186851103e-05,0.378837619422205,0.251,0.164,0.487521171643884,"ZNF408"
"HIRA",1.30615440529203e-05,0.681223703901222,0.213,0.134,0.491871625944873,"HIRA"
"RAB39A",1.31182559037312e-05,1.90731106470581,0.092,0.044,0.494007280822709,"RAB39A"
"CKM",1.31555609457016e-05,3.69485187498832,0.03,0.005,0.495412114093232,"CKM"
"ZNF432",1.31698160029175e-05,-1.7383965446511,0.081,0.141,0.495948931037866,"ZNF432"
"PPFIA1",1.31699486097525e-05,-1.16842548345552,0.388,0.445,0.495953924746061,"PPFIA1"
"SNORD25",1.3267480698941e-05,0.647532152659666,0.037,0.009,0.49962678816072,"SNORD25"
"ADAM15",1.32730953430516e-05,0.389182461878576,0.567,0.473,0.499838224428635,"ADAM15"
"FNBP1",1.34459251978252e-05,0.299762117103844,0.581,0.43,0.506346651099702,"FNBP1"
"NAGK",1.34923806386638e-05,0.335025005431495,0.478,0.366,0.508096070090801,"NAGK"
"RBM28",1.35006839521477e-05,0.476893056694846,0.495,0.395,0.508408756269978,"RBM28"
"ZNF733P",1.36156256253468e-05,1.39471041562431,0.049,0.015,0.512737229799312,"ZNF733P"
"PCDHB7",1.37259092085667e-05,-3.46164795957144,0.016,0.054,0.516890288976204,"PCDHB7"
"TMEM186",1.37305267447452e-05,0.331291955857258,0.264,0.177,0.517064176153616,"TMEM186"
"SEC14L2",1.38908205978264e-05,-1.0457719792734,0.207,0.283,0.523100522072945,"SEC14L2"
"DNAH8",1.39094231310447e-05,2.08062704936656,0.05,0.016,0.523801056268882,"DNAH8"
"COL8A1",1.39110807322977e-05,-2.61850600104237,0.015,0.052,0.523863478216866,"COL8A1"
"LMBR1",1.39223737775329e-05,-0.843793811089642,0.264,0.344,0.524288751714333,"LMBR1"
"RAB34",1.39679735562393e-05,-0.427187531309244,0.565,0.595,0.52600594818086,"RAB34"
"DKFZp686K1684",1.40035376581814e-05,-0.585478751141016,0.16,0.087,0.527345221131794,"DKFZp686K1684"
"CYB5R3",1.40175827776547e-05,-0.254762870462163,0.905,0.921,0.527874132240921,"CYB5R3"
"LRRC41",1.4040016237606e-05,0.367567565540518,0.658,0.552,0.528718931475766,"LRRC41"
"SLC25A43",1.40741930719228e-05,0.411067476224348,0.403,0.281,0.530005962702469,"SLC25A43"
"RPP38",1.41549233614762e-05,0.326904867142405,0.392,0.281,0.533046103946471,"RPP38"
"CXCL3",1.41604016662365e-05,0.503404030883218,0.034,0.007,0.533252405947135,"CXCL3"
"MPZL2",1.41681595892312e-05,0.523176859466286,0.094,0.045,0.533544553811269,"MPZL2"
"CDK10",1.42110997852158e-05,0.426711881513448,0.455,0.354,0.535161595711655,"CDK10"
"HTR2A",1.4254193620251e-05,-0.295181459451241,0.075,0.031,0.536784423351411,"HTR2A"
"YLPM1",1.42758211850847e-05,0.280269173249331,0.584,0.478,0.537598874187919,"YLPM1"
"POLR2B",1.42957659533311e-05,0.325191170552455,0.66,0.561,0.538349954270542,"POLR2B"
"TBX4",1.45046324883109e-05,1.59072569789845,0.051,0.017,0.54621545024481,"TBX4"
"PABPN1",1.45068780800911e-05,0.464748494666197,0.122,0.064,0.54630001474007,"PABPN1"
"COL18A1",1.46287865635302e-05,-1.0288746857126,0.172,0.245,0.550890844409419,"COL18A1"
"IKBKE",1.46339861502601e-05,0.685433449086849,0.198,0.124,0.551086650446495,"IKBKE"
"FZD1",1.46689307281354e-05,0.527972944863246,0.113,0.058,0.552402593360122,"FZD1"
"METTL18",1.47033993290541e-05,0.727721086240703,0.239,0.161,0.553700611933519,"METTL18"
"SUSD4",1.47956148918788e-05,1.02102318979591,0.039,0.01,0.557173265598373,"SUSD4"
"HBS1L",1.49478717823891e-05,0.348572921091092,0.682,0.551,0.56290695558121,"HBS1L"
"RCOR3",1.49951303271634e-05,0.351156613343501,0.532,0.421,0.564686617860321,"RCOR3"
"FOSL2",1.50021995357289e-05,-1.24014540709399,0.125,0.194,0.564952830116479,"FOSL2"
"CRABP1",1.50200823126718e-05,4.3909543413649,0.024,0.003,0.565626259730596,"CRABP1"
"OR56A5",1.51493635137097e-05,0.357346856769074,0.001,0.026,0.570494731199279,"OR56A5"
"MDFIC",1.51722699132546e-05,-1.75682910976918,0.521,0.493,0.571357340393343,"MDFIC"
"TRPM3",1.52470041425062e-05,-2.0384100415936,0.06,0.115,0.574171681998499,"TRPM3"
"TRAF3IP2-AS1",1.52973252792064e-05,0.491245028252623,0.808,0.678,0.576066675364356,"TRAF3IP2-AS1"
"GDI1",1.53559455458397e-05,-0.306441787734209,0.717,0.731,0.57827419736523,"GDI1"
"MAGEA5",1.53709766158481e-05,0.532122615219226,0.03,0.005,0.578840237399609,"MAGEA5"
"TRPM2",1.53895160838055e-05,-0.959092012918991,0.146,0.219,0.579538396683948,"TRPM2"
"CCL17",1.54209344596212e-05,0.906887058835489,0.039,0.01,0.580721549880415,"CCL17"
"PRKAA2",1.54548176836245e-05,1.066388757831,0.155,0.087,0.58199752432993,"PRKAA2"
"TGFBRAP1",1.5517332588175e-05,0.361497131452001,0.202,0.127,0.584351710605494,"TGFBRAP1"
"SSC5D",1.55673280325368e-05,0.996139506687594,0.06,0.022,0.586234439049269,"SSC5D"
"NOTCH1",1.56447772127858e-05,0.324372299790701,0.397,0.298,0.589151020279086,"NOTCH1"
"AGAP3",1.57068593453648e-05,-0.772504606786966,0.324,0.404,0.591488909227747,"AGAP3"
"R3HDM1",1.5726790929805e-05,0.517243296428943,0.444,0.343,0.592239492834597,"R3HDM1"
"DLG3",1.57703706787364e-05,0.983651482540442,0.092,0.044,0.593880619019855,"DLG3"
"RGS8",1.57896204866287e-05,2.91751934251226,0.016,0,0.594605528285463,"RGS8"
"CABLES2",1.5802315897154e-05,0.839200119279312,0.101,0.05,0.595083612055024,"CABLES2"
"PGS1",1.58051435170164e-05,0.418972723493577,0.46,0.36,0.595190094563805,"PGS1"
"RNASET2",1.58473067350127e-05,1.75320705609932,0.271,0.191,0.596777877027108,"RNASET2"
"SHARPIN",1.58605652021468e-05,0.293304827693571,0.515,0.402,0.597277164382445,"SHARPIN"
"PCED1A",1.58641279351192e-05,0.400721990078502,0.451,0.334,0.597411329780718,"PCED1A"
"ERCC8",1.5865530519441e-05,0.457248745860867,0.254,0.17,0.597464148301108,"ERCC8"
"IFITM1",1.5881806185658e-05,-1.03062106057563,0.439,0.484,0.598077057339511,"IFITM1"
"TFDP2",1.59846577793105e-05,0.341892424413531,0.97,0.891,0.601950242653275,"TFDP2"
"GP5",1.60583098164459e-05,-0.393900619819554,0.142,0.077,0.604723831067718,"GP5"
"PLXNC1",1.61259058917243e-05,-0.342175100590172,0.365,0.459,0.607269364070554,"PLXNC1"
"SEMA6D",1.61259521446907e-05,0.758083984527233,0.192,0.121,0.607271105864762,"SEMA6D"
"TLE6",1.61737341248054e-05,0.43427795907775,0.077,0.033,0.609070479671921,"TLE6"
"RIPK2",1.62280417914743e-05,0.50074749377321,0.388,0.284,0.611115597783339,"RIPK2"
"NDUFA4L2",1.62432435556836e-05,1.82100062415017,0.045,0.013,0.611688065819933,"NDUFA4L2"
"CD33",1.62681772817507e-05,-3.95219320270798,0.02,0.059,0.61262702007617,"CD33"
"KLC3",1.62795976316864e-05,0.273193804243334,0.059,0.021,0.613057087614048,"KLC3"
"RPA2",1.64472888472739e-05,0.389031799393097,0.585,0.494,0.619372003410639,"RPA2"
"GDPD2",1.64681597784422e-05,0.744030994464847,0.07,0.028,0.620157960936577,"GDPD2"
"SPEG",1.64707596096808e-05,1.15193331006907,0.062,0.024,0.62025586538136,"SPEG"
"FLI1",1.65417899949771e-05,1.90817807830037,0.059,0.021,0.622930727630847,"FLI1"
"EMBP1",1.65512280419861e-05,-2.95784041587547,0.015,0.052,0.623286145605113,"EMBP1"
"COPS7B",1.65673153432175e-05,0.61513832870384,0.43,0.333,0.623891961194886,"COPS7B"
"PCTP",1.66123733064357e-05,0.388383294244782,0.334,0.241,0.625588753973756,"PCTP"
"C5orf56",1.66430985639138e-05,-0.849410385148119,0.052,0.107,0.626745805719864,"C5orf56"
"SHMT1",1.66601977929765e-05,0.451742299139034,0.375,0.269,0.627389728487908,"SHMT1"
"WDR35",1.67401507591516e-05,0.447632036818852,0.383,0.279,0.63040059728813,"WDR35"
"F2RL1",1.67471497183798e-05,-0.541133887198399,0.172,0.098,0.630664164094745,"F2RL1"
"HPS3",1.68424752034532e-05,-0.747758573440339,0.363,0.429,0.634253931211639,"HPS3"
"ERN1",1.70590401436768e-05,-1.26595400084445,0.121,0.186,0.642409333730582,"ERN1"
"ACO1",1.71632646044499e-05,0.411145620834588,0.364,0.265,0.646334218474373,"ACO1"
"SLC22A31",1.71893532970189e-05,1.51737953933833,0.035,0.008,0.647316666459139,"SLC22A31"
"LST1",1.7219118381704e-05,-0.72462790405365,0.025,0.069,0.648437560018207,"LST1"
"CCNY",1.7329283644574e-05,0.630714171031121,0.276,0.191,0.652586163487367,"CCNY"
"CCNI",1.74356223168694e-05,0.342417572954879,0.842,0.768,0.656590665208667,"CCNI"
"DENND1A",1.75047576352809e-05,-0.82854204526066,0.252,0.323,0.659194163029409,"DENND1A"
"PARS2",1.75202374536408e-05,0.457007166456502,0.19,0.117,0.659777102029207,"PARS2"
"MID1IP1",1.75639108234572e-05,0.250090500866555,0.141,0.076,0.66142175378975,"MID1IP1"
"PMAIP1",1.7636005346922e-05,-0.687018062107629,0.161,0.237,0.664136689354391,"PMAIP1"
"DDX47",1.76750798784982e-05,0.273609410097731,0.594,0.466,0.665608158064484,"DDX47"
"GGT8P",1.76752982782824e-05,-1.33518790169022,0.435,0.286,0.665616382563558,"GGT8P"
"RAB3IL1",1.77037470770827e-05,0.980023250608144,0.052,0.017,0.666687707428779,"RAB3IL1"
"LIPT1",1.77361819728667e-05,0.290616106209311,0.342,0.237,0.667909140734213,"LIPT1"
"PIGR",1.7744742697101e-05,-0.468177287368509,0.667,0.469,0.668231520487429,"PIGR"
"IFT74",1.77779654519329e-05,0.377548610125135,0.293,0.2,0.669482622988888,"IFT74"
"SNORD116-13",1.78861232245633e-05,0.775496234115328,0.021,0.002,0.673555628390604,"SNORD116-13"
"MRPS31",1.78910952016709e-05,0.408900128823432,0.392,0.292,0.673742863104522,"MRPS31"
"SDF2",1.78923045100938e-05,-0.762396891730702,0.474,0.518,0.673788403241114,"SDF2"
"SNORA71D",1.79249365093261e-05,0.848169279707246,0.021,0.002,0.675017259068204,"SNORA71D"
"FAM127A",1.79446377661634e-05,0.328193878951517,0.805,0.703,0.675759168998182,"FAM127A"
"C1orf61",1.80028039439309e-05,1.33811547564538,0.021,0.002,0.677949590920551,"C1orf61"
"COL4A3BP",1.80326926873214e-05,0.378514220658643,0.549,0.45,0.679075141219148,"COL4A3BP"
"C19orf44",1.80681467552946e-05,0.282789823201837,0.185,0.112,0.680410270510884,"C19orf44"
"SRP19",1.81161038514262e-05,0.457333891493599,0.626,0.533,0.682216238837009,"SRP19"
"ADAMTS18",1.81162575534853e-05,3.6418958442427,0.027,0.004,0.682222026949148,"ADAMTS18"
"LINC00663",1.81411593470817e-05,-0.337388526109503,0.748,0.549,0.683159778692404,"LINC00663"
"RHOXF2B",1.81595066748174e-05,2.50487171344374,0.021,0.002,0.683850702360274,"RHOXF2B"
"CNIH2",1.82356971365538e-05,1.05207152135041,0.019,0.001,0.686719882768342,"CNIH2"
"LINC00857",1.82985352452449e-05,1.00114512945358,0.227,0.138,0.689086240265432,"LINC00857"
"CHAT",1.83651485229351e-05,2.17437716114693,0.019,0.001,0.691594763076689,"CHAT"
"ASMTL",1.83824691870628e-05,-1.0043586019038,0.258,0.325,0.692247024646412,"ASMTL"
"CACNA2D3",1.83969994007204e-05,0.601860468964283,0.021,0.002,0.692794203432327,"CACNA2D3"
"CD38",1.84117754157803e-05,-1.95127938599422,0.014,0.05,0.693350638607454,"CD38"
"USP40",1.85643844988062e-05,-0.679561313410933,0.352,0.427,0.699097591456045,"USP40"
"ZNF664-FAM101A",1.891420798404e-05,0.910456969677986,0.045,0.013,0.712271244262977,"ZNF664-FAM101A"
"KIAA1217",1.90194872764135e-05,-1.21832013419806,0.185,0.249,0.716235851855181,"KIAA1217"
"MGAT3",1.90253634804574e-05,1.86006365369522,0.031,0.006,0.716457137947066,"MGAT3"
"VAMP2",1.92547778710769e-05,0.346127280005164,0.59,0.465,0.725096425069014,"VAMP2"
"PPP1R13L",1.93408110024612e-05,0.422791776375391,0.052,0.017,0.728336260730686,"PPP1R13L"
"HARS",1.93454645486394e-05,0.469572838234804,0.615,0.513,0.728511503972662,"HARS"
"MYLK",1.93506278435304e-05,0.855484521148248,0.248,0.166,0.72870594333167,"MYLK"
"ZNF18",1.9379799517016e-05,0.759553458322527,0.175,0.106,0.729804490211789,"ZNF18"
"FLJ31813",1.94493032412419e-05,-1.38762593047447,0.364,0.23,0.732421861458688,"FLJ31813"
"CRB1",1.94700962470876e-05,1.12302971989789,0.046,0.014,0.733204884472826,"CRB1"
"POLR3G",1.95289036936624e-05,0.444259950902022,0.345,0.249,0.735419455295937,"POLR3G"
"C12orf45",1.95318804007092e-05,0.361333922248013,0.408,0.315,0.735531552129906,"C12orf45"
"LYPLAL1",1.9590886897189e-05,0.487097761331531,0.571,0.458,0.737753618774342,"LYPLAL1"
"DDX20",1.96115827491174e-05,0.306567972116858,0.274,0.191,0.738532983166263,"DDX20"
"TSPAN33",1.97478451200727e-05,-2.39979764985658,0.04,0.088,0.7436643515317,"TSPAN33"
"THY1",1.97701526902047e-05,1.34689257775484,0.031,0.006,0.744504410007728,"THY1"
"CYP2D7P1",1.98216025440077e-05,0.739735003225395,0.101,0.05,0.746441908602243,"CYP2D7P1"
"FLT4",1.98452184798768e-05,0.466702723612386,0.231,0.138,0.7473312375152,"FLT4"
"POR",2.00906853687192e-05,0.306113289358269,0.502,0.402,0.756575029615229,"POR"
"LRRC34",2.00997583263618e-05,0.644960757786207,0.086,0.039,0.756916699054133,"LRRC34"
"CAMKK1",2.02675777025581e-05,1.79088154218813,0.077,0.034,0.763236441122934,"CAMKK1"
"TSEN54",2.03353660236618e-05,0.367043579456648,0.394,0.29,0.765789213719056,"TSEN54"
"LONRF2",2.03451998263467e-05,-1.45829144330967,0.557,0.366,0.766159535060565,"LONRF2"
"C1orf21",2.04115581917344e-05,-0.258103477794687,0.54,0.636,0.768658458384335,"C1orf21"
"SMPD1",2.05357227558233e-05,-1.38949140428481,0.247,0.309,0.773334247538794,"SMPD1"
"C2orf54",2.05459607036446e-05,-0.483274853670324,0.183,0.106,0.77371978817785,"C2orf54"
"FOXD2",2.05946502465622e-05,1.06206441171081,0.143,0.084,0.775553338985039,"FOXD2"
"NBEAP1",2.08339884994359e-05,1.173358604349,0.046,0.014,0.784566338911757,"NBEAP1"
"LINC00265",2.08403111077823e-05,0.320905268947271,0.59,0.481,0.784804435696866,"LINC00265"
"POLG2",2.08557971201907e-05,0.559942375056769,0.38,0.29,0.78538760795214,"POLG2"
"PDSS1",2.08779244110596e-05,0.973286427820992,0.126,0.068,0.786220877471681,"PDSS1"
"MICA",2.09753134953403e-05,-1.21861640105362,0.345,0.388,0.789888355607526,"MICA"
"BCL2L11",2.10604723729191e-05,-1.09755784495094,0.374,0.423,0.793095268619386,"BCL2L11"
"BAI3",2.10867034979288e-05,1.50149470093554,0.041,0.011,0.794083080325004,"BAI3"
"NUP35",2.12133996356618e-05,0.261925437485973,0.35,0.248,0.798854203479753,"NUP35"
"NOX1",2.12376811504294e-05,0.630640760494316,0.031,0.006,0.799768596762871,"NOX1"
"PAIP1",2.12506954863087e-05,0.537460629367094,0.681,0.57,0.800258690623413,"PAIP1"
"BTBD9",2.13470528284822e-05,0.322016552647289,0.33,0.229,0.803887315414983,"BTBD9"
"CCDC57",2.14787849934561e-05,-0.98994751370826,0.297,0.367,0.808848085283571,"CCDC57"
"PPP1CC",2.15039350255045e-05,0.376883727579561,0.633,0.528,0.809795185190447,"PPP1CC"
"SOCS3",2.15226977143471e-05,-0.935748602047342,0.15,0.224,0.810501750526882,"SOCS3"
"KEAP1",2.15620556941542e-05,0.306304093244848,0.539,0.431,0.811983893330458,"KEAP1"
"DSCAM-AS1",2.16451938870007e-05,-0.854362015414195,0.203,0.121,0.815114711396672,"DSCAM-AS1"
"WNK1",2.17759750777974e-05,-0.420698221246179,0.687,0.734,0.820039669479693,"WNK1"
"CLPB",2.1811004120798e-05,0.346337222248368,0.298,0.21,0.821358793181012,"CLPB"
"ACSF3",2.18199735512693e-05,0.385858661103408,0.303,0.214,0.8216965639937,"ACSF3"
"FPGT-TNNI3K",2.19306450267218e-05,-1.17038371756612,0.021,0.061,0.825864230416288,"FPGT-TNNI3K"
"ENTPD4",2.19370987044412e-05,-0.876717262808562,0.812,0.752,0.826107263011848,"ENTPD4"
"C19orf57",2.19435824879455e-05,0.671108707772818,0.116,0.061,0.826351429331053,"C19orf57"
"ZNF599",2.19922238084452e-05,0.634106538066253,0.162,0.094,0.828183164178431,"ZNF599"
"RNF220",2.21876268260803e-05,-0.263994915761974,0.4,0.281,0.835541651016531,"RNF220"
"RRAGC",2.23530715800104e-05,-0.269527460787458,0.403,0.279,0.84177196956003,"RRAGC"
"FCER1G",2.24158271493385e-05,2.19465228136443,0.116,0.062,0.844135218789791,"FCER1G"
"SNORA72",2.24952454204733e-05,0.983021440225658,0.036,0.009,0.847125952044183,"SNORA72"
"NF1",2.25868033917321e-05,-0.818438137550288,0.436,0.484,0.850573842125848,"NF1"
"RNF166",2.26084117183714e-05,0.592716691837758,0.181,0.109,0.851387568490432,"RNF166"
"LPP",2.26404722892001e-05,-0.399671952375491,0.96,0.951,0.852594905466697,"LPP"
"GMIP",2.26543061107146e-05,0.338881801258075,0.128,0.069,0.853115859517292,"GMIP"
"RGS1",2.26598600137544e-05,-0.751843645897371,0.213,0.304,0.853325008397963,"RGS1"
