"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PLEKHA1",1.23726694628492e-05,0.252372823582318,0.554,0.477,0.288394552509552
"ARC",1.25503771446899e-05,-1.4219318000354,0.412,0.434,0.292536740865577
"STRA13",1.26760341312921e-05,0.360426529234637,0.438,0.362,0.295465679566289
"FMNL2",1.27654180778308e-05,0.531164534092373,0.222,0.158,0.297549129976157
"ZNF146",1.2807973429412e-05,-0.476905524565997,0.411,0.464,0.298541052666164
"PITPNA-AS1",1.29626768038216e-05,-0.972345136124261,0.059,0.106,0.302147033620277
"MYO5B",1.3116011364523e-05,-1.12604978654424,0.064,0.112,0.305721108895667
"KPNA6",1.3224903713117e-05,-0.426850975672907,0.294,0.37,0.308259280649044
"RRS1",1.34311733547455e-05,-0.52239835740816,0.218,0.286,0.313067219725762
"GALNT2",1.36926222400314e-05,0.503887349661662,0.252,0.186,0.319161331792892
"CBWD1",1.37287249134136e-05,-0.641430010648385,0.221,0.283,0.320002849006757
"ACSS1",1.37346990389561e-05,0.57478229591455,0.125,0.076,0.320142099899027
"NECAP2",1.38610549394897e-05,-0.483438298122264,0.271,0.338,0.323087329584565
"RB1CC1",1.38857514630207e-05,-0.283234036124816,0.574,0.631,0.323662980851549
"NUDT21",1.39465620035028e-05,-0.428165218121829,0.447,0.505,0.325080413739647
"FAM46A",1.40330304175271e-05,-0.761111742446135,0.268,0.336,0.32709590600214
"OTUD3",1.41558031301689e-05,-0.735226894747823,0.11,0.17,0.329957615161107
"PRPF38B",1.47047966231692e-05,-0.291684241472017,0.63,0.666,0.342754104489452
"CCDC115",1.47971030830874e-05,0.481652321741613,0.307,0.239,0.344905675763684
"FRY",1.4799048078159e-05,0.392500065237116,0.128,0.078,0.344951011653808
"FLNA",1.48750280542391e-05,-0.66724399241764,0.803,0.771,0.34672202891626
"PEA15",1.4933474956933e-05,-0.445332397210925,0.346,0.413,0.348084367771152
"RELA",1.51765128057928e-05,-0.425861397079034,0.337,0.405,0.353749336990224
"TMCC3",1.52976430913837e-05,-0.458637776275061,0.113,0.173,0.356572762817063
"MRPL16",1.53862352962529e-05,0.482748887375436,0.219,0.157,0.35863775852036
"AMZ2",1.54280282758229e-05,0.350925558683902,0.305,0.23,0.359611911081157
"FAM134B",1.54727431004974e-05,0.629608676166296,0.1,0.058,0.360654168929493
"ZNF638",1.54991281355846e-05,0.291410318884293,0.527,0.452,0.361269177712342
"PRC1",1.57250901088199e-05,-1.13882955481274,0.063,0.111,0.366536125346483
"ORMDL2",1.58083871936217e-05,-0.536449759745499,0.201,0.27,0.368477697096128
"PEX3",1.59054725873465e-05,-0.787731880913722,0.097,0.152,0.37074066053846
"TOM1L1",1.61626781550891e-05,0.357563717057478,0.303,0.229,0.376735865116972
"GNPNAT1",1.62729085333513e-05,-0.824744146662001,0.121,0.179,0.379305225003886
"KLF8",1.63226295840101e-05,-0.858849627157853,0.075,0.126,0.380464172973693
"ATP2A2",1.63688035309954e-05,-0.331166745375682,0.472,0.537,0.381540441503971
"NR1D2",1.65133048818409e-05,-0.56400240587972,0.132,0.194,0.384908623490828
"ST5",1.65953646889367e-05,-0.614500355525857,0.18,0.247,0.386821355534425
"CASP3",1.66570107217374e-05,-0.547262962223364,0.199,0.266,0.388258262912978
"RASEF",1.66905492702921e-05,-0.651620723890841,0.103,0.16,0.389040012941238
"IAH1",1.68189211825684e-05,0.510672342102596,0.238,0.174,0.392032233844487
"TC2N",1.70724651212297e-05,-0.56688703918117,0.252,0.317,0.397942089510743
"SULT2B1",1.7176525832868e-05,-0.952047352802516,0.078,0.13,0.40036764063832
"ATL3",1.72163453200918e-05,-0.568840928709427,0.237,0.305,0.40129579306602
"KIAA0319L",1.72377990235422e-05,-0.627312937989,0.069,0.12,0.401795857439746
"IDH3G",1.73143756407653e-05,-0.476213311645517,0.274,0.34,0.403580781810598
"ZMIZ1",1.7384537411442e-05,0.439632040975138,0.316,0.245,0.405216182523301
"SMARCA4",1.75849619882047e-05,-0.43661770480713,0.418,0.476,0.409887878983063
"POLR1B",1.76292291872325e-05,-0.843409687679166,0.111,0.167,0.410919703125202
"RP11-262H14.3",1.77033147694431e-05,0.795643172561318,0.102,0.06,0.412646563960949
"ANKRD11",1.77785966284685e-05,-0.377099652920377,0.356,0.427,0.414401308812973
"MPPED1",1.78000308617397e-05,0.580550263447029,0.107,0.063,0.414900919356291
"ZRANB1",1.78860846140079e-05,-0.538552190564503,0.189,0.257,0.41690674626791
"PLPP1",1.79496000118173e-05,0.584469168000649,0.212,0.154,0.41838722667545
"RIC3",1.80536811117887e-05,-0.417429114340274,0.126,0.191,0.420813253034684
"CDC25B",1.80678849561978e-05,-0.515596898850409,0.285,0.352,0.421144330444015
"MARCH6",1.80977708787211e-05,-0.354479928563856,0.408,0.473,0.42184094141211
"ADAM17",1.81448541185056e-05,-0.367094943093466,0.322,0.392,0.422938404648248
"AP3M2",1.82385687394607e-05,-0.897019791766451,0.071,0.121,0.42512279874809
"MTHFD2L",1.82469009351527e-05,-0.58191792022127,0.121,0.18,0.425317013897475
"UTP14A",1.83013516035469e-05,-0.48520294191097,0.195,0.263,0.426586204527074
"P4HB",1.85284397422247e-05,-0.302447271267901,0.703,0.711,0.431879401951516
